"filename", "language", "PHP", "XML", "JavaScript", "JSON", "CSS", "Markdown", "HTML", "C++", "C", "CSV", "SCSS", "Perl", "YAML", "Properties", "Less", "Shell Script", "Log", "comment", "blank", "total"
"d:\Downloads\public_html\wp-content\plugins\dokan-pro\modules\product-addon\assets\js\addons.js", "JavaScript", 0, 0, 422, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 89, 549
"d:\Downloads\public_html\wp-content\plugins\dokan-pro\modules\product-addon\assets\js\scripts.js", "JavaScript", 0, 0, 464, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 98, 578
"d:\Downloads\public_html\wp-content\plugins\dokan-pro\modules\product-addon\includes\class-frontend.php", "PHP", 174, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 63, 46, 283
"d:\Downloads\public_html\wp-content\plugins\dokan-pro\modules\product-addon\includes\class-vendor-product.php", "PHP", 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 10, 75
"d:\Downloads\public_html\wp-content\plugins\dokan-pro\modules\product-addon\includes\functions.php", "PHP", 176, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 33, 210
"d:\Downloads\public_html\wp-content\plugins\dokan-pro\modules\product-addon\module.php", "PHP", 149, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 95, 42, 286
"d:\Downloads\public_html\wp-content\plugins\dokan-pro\modules\product-addon\templates\product-addon\html-addon-option.php", "PHP", 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 54
"d:\Downloads\public_html\wp-content\plugins\dokan-pro\modules\product-addon\templates\product-addon\html-addon-panel.php", "PHP", 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 11, 68
"d:\Downloads\public_html\wp-content\plugins\dokan-pro\modules\product-addon\templates\product-addon\html-addon.php", "PHP", 246, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 20, 267
"d:\Downloads\public_html\wp-content\plugins\dokan-pro\modules\product-addon\templates\product-addon\html-global-admin-add.php", "PHP", 97, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 108
"d:\Downloads\public_html\wp-content\plugins\dokan-pro\modules\product-addon\templates\product-addon\html-global-admin.php", "PHP", 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 71
"d:\Downloads\public_html\wp-content\plugins\dokan-pro\modules\product-addon\templates\product-addon\html-product-addons.php", "PHP", 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 23
"d:\Downloads\public_html\wp-content\plugins\dokan-pro\modules\product-enquiry\assets\js\enquiry.js", "JavaScript", 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 43
"d:\Downloads\public_html\wp-content\plugins\dokan-pro\modules\product-enquiry\includes\dokan-product-enquiry-email.php", "PHP", 97, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 88, 28, 213
"d:\Downloads\public_html\wp-content\plugins\dokan-pro\modules\product-enquiry\module.php", "PHP", 154, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 101, 48, 303
"d:\Downloads\public_html\wp-content\plugins\dokan-pro\modules\product-enquiry\views\product-enquiry-email-html.php", "PHP", 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 30
"d:\Downloads\public_html\wp-content\plugins\dokan-pro\modules\report-abuse\assets\css\dokan-report-abuse-admin-single-product.css", "CSS", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"d:\Downloads\public_html\wp-content\plugins\dokan-pro\modules\report-abuse\assets\js\dokan-report-abuse-admin-single-product.js", "JavaScript", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"d:\Downloads\public_html\wp-content\plugins\dokan-pro\modules\report-abuse\assets\js\dokan-report-abuse-admin.js", "JavaScript", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"d:\Downloads\public_html\wp-content\plugins\dokan-pro\modules\report-abuse\assets\js\dokan-report-abuse.js", "JavaScript", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"d:\Downloads\public_html\wp-content\plugins\dokan-pro\modules\report-abuse\includes\Admin.php", "PHP", 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 11, 83
"d:\Downloads\public_html\wp-content\plugins\dokan-pro\modules\report-abuse\includes\AdminEmail.php", "PHP", 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 51, 23, 164
"d:\Downloads\public_html\wp-content\plugins\dokan-pro\modules\report-abuse\includes\AdminSettings.php", "PHP", 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 9, 68
"d:\Downloads\public_html\wp-content\plugins\dokan-pro\modules\report-abuse\includes\AdminSingleProduct.php", "PHP", 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 9, 66
"d:\Downloads\public_html\wp-content\plugins\dokan-pro\modules\report-abuse\includes\Ajax.php", "PHP", 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 20, 105
"d:\Downloads\public_html\wp-content\plugins\dokan-pro\modules\report-abuse\includes\EmailLoader.php", "PHP", 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 11, 67
"d:\Downloads\public_html\wp-content\plugins\dokan-pro\modules\report-abuse\includes\Rest.php", "PHP", 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 6, 31
"d:\Downloads\public_html\wp-content\plugins\dokan-pro\modules\report-abuse\includes\RestController.php", "PHP", 94, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 61, 31, 186
"d:\Downloads\public_html\wp-content\plugins\dokan-pro\modules\report-abuse\includes\SingleProduct.php", "PHP", 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 11, 59
"d:\Downloads\public_html\wp-content\plugins\dokan-pro\modules\report-abuse\includes\functions.php", "PHP", 237, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 69, 70, 376
"d:\Downloads\public_html\wp-content\plugins\dokan-pro\modules\report-abuse\module.php", "PHP", 106, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 42, 19, 167
"d:\Downloads\public_html\wp-content\plugins\dokan-pro\modules\report-abuse\views\report-abuse-admin-email-html.php", "PHP", 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 63
"d:\Downloads\public_html\wp-content\plugins\dokan-pro\modules\report-abuse\views\report-abuse-admin-single-product.php", "PHP", 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 63
"d:\Downloads\public_html\wp-content\plugins\dokan-pro\modules\report-abuse\views\report-button.php", "PHP", 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 17
"d:\Downloads\public_html\wp-content\plugins\dokan-pro\modules\report-abuse\views\report-form-popup.php", "PHP", 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 14
"d:\Downloads\public_html\wp-content\plugins\dokan-pro\modules\report-abuse\views\report-form.php", "PHP", 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 46
"d:\Downloads\public_html\wp-content\plugins\dokan-pro\modules\rma\assets\css\style.css", "CSS", 0, 0, 0, 0, 144, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 164
"d:\Downloads\public_html\wp-content\plugins\dokan-pro\modules\rma\assets\js\scripts.js", "JavaScript", 0, 0, 206, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 58, 264
"d:\Downloads\public_html\wp-content\plugins\dokan-pro\modules\rma\includes\class-admin.php", "PHP", 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 9, 93
"d:\Downloads\public_html\wp-content\plugins\dokan-pro\modules\rma\includes\class-ajax.php", "PHP", 213, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 37, 59, 309
"d:\Downloads\public_html\wp-content\plugins\dokan-pro\modules\rma\includes\class-frontend.php", "PHP", 233, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 99, 66, 398
"d:\Downloads\public_html\wp-content\plugins\dokan-pro\modules\rma\includes\class-order.php", "PHP", 229, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 101, 58, 388
"d:\Downloads\public_html\wp-content\plugins\dokan-pro\modules\rma\includes\class-product.php", "PHP", 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 45, 19, 131
"d:\Downloads\public_html\wp-content\plugins\dokan-pro\modules\rma\includes\class-trait-rma.php", "PHP", 135, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 28, 206
"d:\Downloads\public_html\wp-content\plugins\dokan-pro\modules\rma\includes\class-vendor.php", "PHP", 181, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 107, 43, 331
"d:\Downloads\public_html\wp-content\plugins\dokan-pro\modules\rma\includes\class-warranty-item.php", "PHP", 110, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 31, 174
"d:\Downloads\public_html\wp-content\plugins\dokan-pro\modules\rma\includes\class-warranty-request-conversation.php", "PHP", 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 21, 104
"d:\Downloads\public_html\wp-content\plugins\dokan-pro\modules\rma\includes\class-warranty-request.php", "PHP", 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 45, 16, 101
"d:\Downloads\public_html\wp-content\plugins\dokan-pro\modules\rma\includes\emails\class-dokan-rma-send-coupin-email.php", "PHP", 111, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 52, 23, 186
"d:\Downloads\public_html\wp-content\plugins\dokan-pro\modules\rma\includes\emails\class-dokan-rma-send-warranty-request.php", "PHP", 107, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 53, 25, 185
"d:\Downloads\public_html\wp-content\plugins\dokan-pro\modules\rma\includes\functions.php", "PHP", 451, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 174, 131, 756
"d:\Downloads\public_html\wp-content\plugins\dokan-pro\modules\rma\module.php", "PHP", 138, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 85, 41, 264
"d:\Downloads\public_html\wp-content\plugins\dokan-pro\modules\rma\templates\emails\plain\send-coupon.php", "PHP", 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 14, 43
"d:\Downloads\public_html\wp-content\plugins\dokan-pro\modules\rma\templates\emails\plain\send-warranty-request.php", "PHP", 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 13, 42
"d:\Downloads\public_html\wp-content\plugins\dokan-pro\modules\rma\templates\emails\send-coupon.php", "PHP", 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 11, 37
"d:\Downloads\public_html\wp-content\plugins\dokan-pro\modules\rma\templates\emails\send-warranty-request.php", "PHP", 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 11, 39
"d:\Downloads\public_html\wp-content\plugins\dokan-pro\modules\rma\templates\rma\conversations.php", "PHP", 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 6, 50
"d:\Downloads\public_html\wp-content\plugins\dokan-pro\modules\rma\templates\rma\customer-order.php", "PHP", 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 8, 42
"d:\Downloads\public_html\wp-content\plugins\dokan-pro\modules\rma\templates\rma\customer-rma-requests.php", "PHP", 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 7, 71
"d:\Downloads\public_html\wp-content\plugins\dokan-pro\modules\rma\templates\rma\customer-rma-single-request.php", "PHP", 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 10, 85
"d:\Downloads\public_html\wp-content\plugins\dokan-pro\modules\rma\templates\rma\product.php", "PHP", 163, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 183
"d:\Downloads\public_html\wp-content\plugins\dokan-pro\modules\rma\templates\rma\refund-policy.php", "PHP", 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 4, 17
"d:\Downloads\public_html\wp-content\plugins\dokan-pro\modules\rma\templates\rma\request-warranty.php", "PHP", 113, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 16, 136
"d:\Downloads\public_html\wp-content\plugins\dokan-pro\modules\rma\templates\rma\settings.php", "PHP", 170, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 19, 196
"d:\Downloads\public_html\wp-content\plugins\dokan-pro\modules\rma\templates\rma\tmpl-add-refund-popup.php", "PHP", 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 14
"d:\Downloads\public_html\wp-content\plugins\dokan-pro\modules\rma\templates\rma\tmpl-send-coupon-popup.php", "PHP", 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 14
"d:\Downloads\public_html\wp-content\plugins\dokan-pro\modules\rma\templates\rma\vendor-rma-requests.php", "PHP", 91, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 28, 153
"d:\Downloads\public_html\wp-content\plugins\dokan-pro\modules\rma\templates\rma\vendor-rma-single-request.php", "PHP", 179, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 32, 245
"d:\Downloads\public_html\wp-content\plugins\dokan-pro\modules\seller-vacation\assets\css\dokan-seller-vacation.css", "CSS", 0, 0, 0, 0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 14, 67
"d:\Downloads\public_html\wp-content\plugins\dokan-pro\modules\seller-vacation\assets\js\dokan-seller-vacation.js", "JavaScript", 0, 0, 244, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 51, 297
"d:\Downloads\public_html\wp-content\plugins\dokan-pro\modules\seller-vacation\includes\class-dokan-seller-vacation-ajax.php", "PHP", 99, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 41, 34, 174
"d:\Downloads\public_html\wp-content\plugins\dokan-pro\modules\seller-vacation\includes\class-dokan-seller-vacation-cron.php", "PHP", 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 5, 32
"d:\Downloads\public_html\wp-content\plugins\dokan-pro\modules\seller-vacation\includes\class-dokan-seller-vacation-install.php", "PHP", 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 8, 48
"d:\Downloads\public_html\wp-content\plugins\dokan-pro\modules\seller-vacation\includes\class-dokan-seller-vacation-store-settings.php", "PHP", 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 20, 125
"d:\Downloads\public_html\wp-content\plugins\dokan-pro\modules\seller-vacation\includes\class-dokan-seller-vacation-update-seller-product-status.php", "PHP", 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 46, 16, 108
"d:\Downloads\public_html\wp-content\plugins\dokan-pro\modules\seller-vacation\includes\functions.php", "PHP", 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 26, 129
"d:\Downloads\public_html\wp-content\plugins\dokan-pro\modules\seller-vacation\module.php", "PHP", 118, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 69, 31, 218
"d:\Downloads\public_html\wp-content\plugins\dokan-pro\modules\seller-vacation\views\store-settings.php", "PHP", 83, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 90
"d:\Downloads\public_html\wp-content\plugins\dokan-pro\modules\seller-vacation\views\vacation-message.php", "PHP", 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4
"d:\Downloads\public_html\wp-content\plugins\dokan-pro\modules\shipstation\assets\js\dokan-shipstation-settings.js", "JavaScript", 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 16
"d:\Downloads\public_html\wp-content\plugins\dokan-pro\modules\shipstation\includes\abstract-class-dokan-shipstation-api-request.php", "PHP", 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 46, 11, 86
"d:\Downloads\public_html\wp-content\plugins\dokan-pro\modules\shipstation\includes\class-dokan-safe-domdocument.php", "PHP", 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 19, 102
"d:\Downloads\public_html\wp-content\plugins\dokan-pro\modules\shipstation\includes\class-dokan-shipstation-api-export.php", "PHP", 252, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 65, 63, 380
"d:\Downloads\public_html\wp-content\plugins\dokan-pro\modules\shipstation\includes\class-dokan-shipstation-api-shipnotify.php", "PHP", 211, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 95, 67, 373
"d:\Downloads\public_html\wp-content\plugins\dokan-pro\modules\shipstation\includes\class-dokan-shipstation-api.php", "PHP", 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 25, 115
"d:\Downloads\public_html\wp-content\plugins\dokan-pro\modules\shipstation\includes\class-dokan-shipstation-hooks.php", "PHP", 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 5, 30
"d:\Downloads\public_html\wp-content\plugins\dokan-pro\modules\shipstation\includes\class-dokan-shipstation-settings.php", "PHP", 109, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 86, 36, 231
"d:\Downloads\public_html\wp-content\plugins\dokan-pro\modules\shipstation\includes\functions.php", "PHP", 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 17, 89
"d:\Downloads\public_html\wp-content\plugins\dokan-pro\modules\shipstation\module.php", "PHP", 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 8, 71
"d:\Downloads\public_html\wp-content\plugins\dokan-pro\modules\shipstation\views\settings.php", "PHP", 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 57
"d:\Downloads\public_html\wp-content\plugins\dokan-pro\modules\simple-auction\assets\css\dokan-auction-style.css", "CSS", 0, 0, 0, 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 9, 40
"d:\Downloads\public_html\wp-content\plugins\dokan-pro\modules\simple-auction\assets\css\dokan-auction-styles.min.css", "CSS", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"d:\Downloads\public_html\wp-content\plugins\dokan-pro\modules\simple-auction\assets\js\jquery-ui-timepicker.js", "JavaScript", 0, 0, 1732, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 286, 206, 2224
"d:\Downloads\public_html\wp-content\plugins\dokan-pro\modules\simple-auction\classes\class-auction.php", "PHP", 313, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 71, 91, 475
"d:\Downloads\public_html\wp-content\plugins\dokan-pro\modules\simple-auction\includes\dokan-auction-functions.php", "PHP", 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 10, 93
"d:\Downloads\public_html\wp-content\plugins\dokan-pro\modules\simple-auction\includes\emails\class-dokan-auction-email.php", "PHP", 132, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 50, 29, 211
"d:\Downloads\public_html\wp-content\plugins\dokan-pro\modules\simple-auction\module.php", "PHP", 264, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 204, 74, 542
"d:\Downloads\public_html\wp-content\plugins\dokan-pro\modules\simple-auction\templates\auction\auction-product-edit.php", "PHP", 468, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 75, 560
"d:\Downloads\public_html\wp-content\plugins\dokan-pro\modules\simple-auction\templates\auction\auction-products-listing.php", "PHP", 221, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 35, 273
"d:\Downloads\public_html\wp-content\plugins\dokan-pro\modules\simple-auction\templates\auction\auction-shipping.php", "PHP", 146, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 18, 172
"d:\Downloads\public_html\wp-content\plugins\dokan-pro\modules\simple-auction\templates\auction\html-auction-attribute.php", "PHP", 75, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 10, 87
"d:\Downloads\public_html\wp-content\plugins\dokan-pro\modules\simple-auction\templates\auction\new-auction-product.php", "PHP", 326, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 57, 399
"d:\Downloads\public_html\wp-content\plugins\dokan-pro\modules\simple-auction\templates\auction\product-attribute.php", "PHP", 70, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 80
"d:\Downloads\public_html\wp-content\plugins\dokan-pro\modules\simple-auction\templates\auction\template-auction.php", "PHP", 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 12
"d:\Downloads\public_html\wp-content\plugins\dokan-pro\modules\simple-auction\templates\emails\auction-product-added.php", "PHP", 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 8, 56
"d:\Downloads\public_html\wp-content\plugins\dokan-pro\modules\simple-auction\templates\emails\plain\auction-product-added.php", "PHP", 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 12, 40
"d:\Downloads\public_html\wp-content\plugins\dokan-pro\modules\single-product-multiple-vendor\assets\css\dokan-spmv-products-admin.css", "CSS", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"d:\Downloads\public_html\wp-content\plugins\dokan-pro\modules\single-product-multiple-vendor\assets\js\dokan-spmv-products-admin.js", "JavaScript", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"d:\Downloads\public_html\wp-content\plugins\dokan-pro\modules\single-product-multiple-vendor\includes\admin.php", "PHP", 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 12, 97
"d:\Downloads\public_html\wp-content\plugins\dokan-pro\modules\single-product-multiple-vendor\includes\dokan-spmv-update-product-visibility.php", "PHP", 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 8, 42
"d:\Downloads\public_html\wp-content\plugins\dokan-pro\modules\single-product-multiple-vendor\includes\functions.php", "PHP", 114, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 39, 23, 176
"d:\Downloads\public_html\wp-content\plugins\dokan-pro\modules\single-product-multiple-vendor\includes\product-duplicator.php", "PHP", 147, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 69, 57, 273
"d:\Downloads\public_html\wp-content\plugins\dokan-pro\modules\single-product-multiple-vendor\includes\product-visibility.php", "PHP", 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 64, 27, 158
"d:\Downloads\public_html\wp-content\plugins\dokan-pro\modules\single-product-multiple-vendor\includes\products-admin.php", "PHP", 133, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 62, 45, 240
"d:\Downloads\public_html\wp-content\plugins\dokan-pro\modules\single-product-multiple-vendor\includes\products.php", "PHP", 486, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 144, 119, 749
"d:\Downloads\public_html\wp-content\plugins\dokan-pro\modules\single-product-multiple-vendor\module.php", "PHP", 80, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 55, 24, 159
"d:\Downloads\public_html\wp-content\plugins\dokan-pro\modules\single-product-multiple-vendor\views\dokan-spmv-products-admin.php", "PHP", 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 41
"d:\Downloads\public_html\wp-content\plugins\dokan-pro\modules\store-reviews\assets\css\admin.css", "CSS", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
